sentence,causal
adhesions can sometimes be a cause of pelvic pain,1
"there is some evidence that a virus (e.g., herpesvirus type 1) or bacteria (streptococcus, which causes strep throat) may contribute to behcet's disease",1
"for the treatment of manic episodes associated with bipolar disorder, depakote dosing usually starts at 750 mg total per day",1
"in semi- desert grasslands, for example, schlesinger et al. (1990) suggested that overgrazing can result in desertification through a shift from primarily grasses to desert shrubs",1
nursing home abuse and neglect can lead to wrongful death or catastrophic injury,1
war causes malnutrition and exacerbates existing problems,1
"it is a valuable treatment for insomnia, the sedative effect due to the valepotriates and the isovaleric acid, which is also responsible for the characteristic smell of valerian",1
"they can also cause inflammation leading to heart disease, arthritis, and even wrinkles",1
"the flu can cause fever, body aches, headache, dry cough, sore or dry throat, tiredness and loss of appetite",1
"on march 14, 2008, a tornado ripped through downtown atlanta, causing damage to the cnn center, philips arena, and georgia dome",1
"mirissa was affected by the tsunami caused by the 2004 indian ocean earthquake, with numerous homes, guesthouses, shops, schools and temples destroyed or damaged and fourteen reported deaths",1
"63.207communicable disease - an illness caused by a microorganism or its toxin characterized by spread from host to victim by air, contact, blood, or bodily fluids",1
"infection can result in miscarriage, stillbirth, premature labor or severe complications for the baby",1
use the promotional code cc05 to claim the insurance commission of the philippines has proposed a universal insurance plan to provide protection against property losses caused by natural disasters,1
this first year flowering perennial will flower approximately 20 weeks after sowing and has a basal branching habit resulting in more flowers per plant,1
"in today's world, pollution and harmful chemicals that can cause allergic reactions and skin irritations constantly affect our skin",1
"simple blood tests can uncover these problems, and appropriate treatment can help alleviate fatigue caused by the conditions",1
but the commonly held belief that eating before bed causes more weight gain than eating at other times of the day isn’t supported by research,1
